,TOP,MIDDLE,ADC,SUPPORT,JUNGLE,TEAM
1458,66.67,50.0,100.0,60.87,60.0,0
1459,0.0,55.56,44.44,60.0,0.0,0
1460,50.0,50.0,47.06,60.0,60.0,0
1461,46.51,50.0,52.27,55.56,60.0,0
1462,80.56,55.56,30.0,53.33,50.0,0
1463,63.41,25.0,42.86,100.0,53.33,0
1464,46.51,57.14,45.45,45.24,48.15,0
1465,0.0,48.28,25.0,33.33,58.82,0
1466,100.0,100.0,52.75,85.71,75.51,0
1467,56.67,47.37,66.67,85.71,50.0,0
1468,100.0,100.0,75.0,40.0,71.43,0
1469,58.62,52.73,66.67,51.11,0.0,0
1470,0.0,50.0,16.67,54.55,16.67,0
1471,66.67,100.0,100.0,63.64,66.67,0
1472,55.56,60.0,44.44,47.62,50.0,0
1473,63.41,50.0,80.0,53.25,50.94,0
1474,50.0,66.67,100.0,52.5,0.0,0
1475,53.06,63.75,64.47,61.76,49.44,0
1476,55.32,45.45,57.14,0.0,40.0,0
1477,100.0,42.86,51.16,50.0,55.0,0
1478,54.29,53.42,0.0,33.33,51.95,0
1479,42.42,57.14,41.94,61.9,75.0,0
1480,80.0,59.0,46.15,0.0,66.67,0
1481,60.61,100.0,64.86,54.39,35.71,0
1482,75.0,75.0,80.0,56.39,66.67,0
1483,50.0,66.67,57.14,48.15,50.0,0
1484,44.44,62.16,50.0,56.25,0.0,0
1485,51.85,59.09,50.0,61.54,50.0,0
1486,100.0,45.83,25.0,75.0,44.44,0
1487,63.41,56.9,25.0,50.0,22.22,0
1488,0.0,70.59,71.05,45.45,63.64,0
1489,63.41,61.11,27.27,81.25,50.0,0
1490,63.41,50.0,50.0,0.0,0.0,0
1491,70.0,70.59,75.0,20.0,47.62,0
1492,30.77,60.0,71.43,54.55,58.97,0
1493,100.0,66.67,28.57,100.0,62.5,0
1494,50.0,0.0,60.0,0.0,71.43,0
1495,47.46,0.0,25.71,50.0,0.0,0
1496,0.0,0.0,50.0,22.73,50.0,0
1497,66.67,55.56,51.61,33.33,51.85,0
1498,0.0,0.0,54.48,57.14,52.0,0
1499,50.0,0.0,52.38,0.0,50.0,0
1500,60.0,47.37,0.0,37.78,33.33,0
1501,0.0,61.11,0.0,0.0,0.0,0
1502,50.79,56.52,50.0,0.0,47.73,0
1503,66.67,25.0,51.61,0.0,0.0,0
1504,53.19,57.69,53.85,56.21,83.33,0
1505,66.67,50.0,0.0,0.0,40.0,0
1506,50.79,56.52,100.0,100.0,83.33,0
1507,55.56,50.0,0.0,37.5,0.0,0
1508,63.41,40.0,50.0,61.54,45.45,0
1509,100.0,100.0,80.0,85.71,58.54,0
1510,66.67,0.0,44.44,0.0,66.67,0
1511,51.09,66.67,62.5,60.87,51.52,0
1512,50.55,67.86,50.0,42.86,42.86,0
1513,0.0,25.0,55.56,50.0,0.0,0
1514,83.33,62.5,0.0,52.38,37.5,0
1515,53.06,61.11,50.0,60.0,20.0,0
1516,20.0,50.0,0.0,33.33,60.0,0
1517,47.62,50.0,42.86,40.0,41.67,0
1518,64.52,64.1,48.15,31.25,75.0,0
1519,65.0,66.67,72.73,100.0,100.0,0
1520,50.23,47.37,42.86,33.33,0.0,0
1521,50.0,66.67,50.0,57.14,50.0,0
1522,75.0,100.0,66.67,45.0,66.67,0
1523,54.79,59.09,56.0,53.51,56.0,0
1524,27.78,60.0,38.46,50.0,53.49,0
1525,66.67,66.67,46.51,0.0,44.44,0
1526,87.5,83.33,60.0,44.44,42.86,0
1527,58.33,66.67,75.0,100.0,100.0,0
1528,46.43,75.0,45.16,50.0,50.0,0
1529,66.67,50.0,52.38,60.0,66.67,0
1530,0.0,57.14,0.0,40.0,55.88,0
1531,46.43,20.0,75.0,0.0,0.0,0
1532,71.15,100.0,75.0,83.33,50.0,0
1533,25.0,80.0,66.67,100.0,100.0,0
1534,66.67,66.67,58.82,66.67,12.5,0
1535,46.51,72.73,22.22,54.05,16.67,0
1536,33.33,25.0,33.33,50.0,57.14,0
1537,57.14,0.0,0.0,37.5,75.0,0
1538,60.0,46.67,44.65,0.0,57.26,0
1539,14.29,0.0,36.36,25.0,80.0,0
1540,25.0,50.0,37.5,52.63,50.0,0
1541,66.67,50.0,51.47,0.0,53.49,0
1542,40.0,20.0,54.17,56.88,28.57,0
1543,75.0,83.33,71.43,58.82,100.0,0
1544,100.0,60.0,54.44,63.16,83.33,0
1545,100.0,51.03,72.73,75.0,80.0,0
1546,50.0,50.0,71.43,100.0,55.0,0
1547,57.89,66.67,36.84,66.67,50.0,0
1548,37.5,0.0,62.5,33.33,63.93,0
1549,72.41,51.02,55.56,100.0,66.67,0
1550,57.14,66.67,50.0,42.86,100.0,0
1551,50.0,50.0,33.33,100.0,40.0,0
1552,37.5,51.02,42.86,80.0,100.0,0
1553,50.0,100.0,100.0,100.0,100.0,0
1554,0.0,42.86,55.12,33.33,53.91,0
1555,51.38,81.82,50.0,58.82,50.0,0
1556,37.5,46.3,38.46,42.86,50.0,0
1557,20.0,50.0,44.44,37.5,44.44,0
1558,50.0,60.0,0.0,100.0,33.33,0
1559,58.33,40.0,37.5,22.22,50.0,0
1560,100.0,57.65,66.67,44.44,71.43,0
1561,50.0,60.0,100.0,100.0,47.54,0
1562,55.56,50.0,75.0,60.87,61.76,0
1563,41.18,52.17,50.0,66.67,53.33,0
1564,44.44,66.67,0.0,25.0,50.0,0
1565,55.81,75.0,33.33,62.5,66.67,0
1566,0.0,50.0,25.0,0.0,0.0,0
1567,50.0,100.0,42.11,33.33,61.11,0
1568,53.06,52.94,33.33,52.63,28.57,0
1569,25.0,44.44,46.34,53.33,20.0,0
1570,66.67,33.33,100.0,0.0,66.67,0
1571,33.33,62.5,57.63,75.0,53.49,0
1572,55.56,0.0,0.0,35.29,50.0,0
1573,50.0,33.33,40.0,62.5,75.0,0
1574,37.5,50.0,0.0,20.0,0.0,0
1575,52.27,50.0,71.43,71.43,100.0,0
1576,25.0,45.45,50.0,0.0,50.0,0
1577,50.0,30.0,100.0,83.33,33.33,0
1578,54.34,51.54,66.67,39.02,66.67,0
1579,50.0,50.0,33.33,54.17,52.17,0
1580,0.0,0.0,42.86,50.0,0.0,0
1581,100.0,47.22,55.71,33.33,66.67,0
1582,100.0,70.83,58.33,100.0,40.0,0
1583,33.33,64.71,58.82,50.0,50.0,0
1584,33.33,52.94,0.0,28.57,33.33,0
1585,41.67,68.85,16.67,48.65,52.67,0
1586,33.33,69.35,46.67,50.0,46.43,0
1587,28.57,40.0,0.0,0.0,0.0,0
1588,81.82,100.0,59.26,100.0,25.0,0
1589,46.51,27.27,56.25,50.0,45.45,0
1590,85.71,59.09,50.94,100.0,57.89,0
1591,35.0,100.0,75.0,50.0,51.11,0
1592,0.0,42.86,66.67,45.45,66.67,0
1593,51.16,0.0,0.0,45.45,50.0,0
1594,80.0,55.56,60.0,77.78,100.0,0
1595,46.3,42.86,60.87,54.55,42.86,0
1596,50.0,81.82,54.46,100.0,100.0,0
1597,50.0,72.22,50.0,63.64,50.0,0
1598,50.0,100.0,66.67,100.0,100.0,0
1599,60.53,58.33,50.0,0.0,50.0,0
1600,50.0,0.0,50.0,62.5,52.38,0
1601,65.0,50.0,80.0,57.69,65.22,0
1602,50.0,62.5,73.33,70.59,100.0,0
1603,33.33,50.0,53.85,47.22,43.33,0
1604,0.0,58.33,0.0,25.0,50.0,0
1605,100.0,57.14,58.33,50.0,100.0,0
1606,61.11,42.86,33.33,44.97,0.0,0
1607,0.0,44.83,55.26,0.0,0.0,0
1608,0.0,43.81,61.11,37.21,0.0,0
1609,52.31,62.5,71.43,30.0,75.0,0
1610,33.33,57.14,71.43,63.29,48.15,0
1611,50.0,100.0,42.86,100.0,50.0,0
1612,50.79,40.0,75.0,100.0,63.64,0
1613,37.5,60.0,40.0,85.71,100.0,0
1614,0.0,77.78,50.0,57.14,100.0,0
1615,48.0,53.72,85.71,47.62,50.0,0
1616,58.7,50.0,33.33,46.88,40.0,0
1617,14.29,33.33,100.0,53.33,35.29,0
1618,45.9,57.14,58.33,0.0,55.56,0
1619,50.0,69.23,73.33,0.0,49.12,0
1620,100.0,66.67,54.55,48.68,100.0,0
1621,50.0,33.33,66.67,63.64,50.0,0
1622,100.0,81.82,100.0,100.0,63.64,0
1623,0.0,38.46,50.0,55.13,33.33,0
1624,50.0,0.0,57.14,28.57,66.67,0
1625,0.0,0.0,0.0,66.67,80.0,0
1626,37.5,0.0,66.67,48.89,22.22,0
1627,62.5,0.0,60.0,42.86,50.0,0
1628,50.0,50.0,33.33,50.0,48.15,0
1629,0.0,31.58,61.29,61.9,0.0,0
1630,0.0,62.5,44.44,0.0,50.0,0
1631,75.0,63.46,57.58,33.33,67.65,0
1632,55.56,59.15,62.5,33.33,50.0,0
1633,56.76,61.47,72.73,72.73,53.49,0
1634,55.17,50.0,50.0,50.0,55.56,0
1635,62.86,50.0,44.44,60.0,58.62,0
1636,83.33,100.0,100.0,100.0,60.0,0
1637,50.79,0.0,58.33,35.29,63.64,0
1638,58.33,16.67,35.0,54.55,0.0,0
1639,33.33,66.67,60.0,90.0,20.0,0
1640,0.0,46.43,0.0,41.67,57.14,0
1641,100.0,50.0,50.0,100.0,88.89,0
1642,50.0,50.0,71.43,50.0,45.45,0
1643,100.0,20.0,50.0,50.0,50.0,0
1644,0.0,0.0,50.0,50.0,42.86,0
1645,65.0,60.0,65.38,68.75,48.0,0
1646,36.36,60.0,37.5,44.44,53.49,0
1647,48.15,25.0,0.0,37.5,45.83,0
1648,100.0,100.0,100.0,77.78,100.0,0
1649,48.84,38.46,50.0,25.0,50.0,0
1650,0.0,59.41,75.0,36.36,50.0,0
1651,42.86,44.44,80.0,41.67,66.67,0
1652,50.0,75.0,100.0,50.0,50.0,0
1653,52.81,38.89,0.0,25.0,48.65,0
1654,52.44,25.0,0.0,51.22,34.0,0
1655,50.0,50.0,56.52,40.91,0.0,0
1656,66.67,0.0,54.55,33.33,52.33,0
1657,54.29,100.0,72.73,45.45,61.11,0
1658,35.0,64.44,50.0,66.67,62.5,0
1659,50.0,0.0,100.0,50.0,50.0,0
1660,58.57,0.0,60.8,56.78,33.33,0
1661,0.0,100.0,50.62,45.45,50.0,0
1662,0.0,41.67,25.0,45.16,0.0,0
1663,60.0,57.14,100.0,54.55,54.95,0
1664,50.0,60.0,100.0,100.0,75.0,0
1665,55.38,75.0,50.0,45.16,50.0,0
1666,50.59,37.5,50.0,58.54,35.71,0
1667,33.33,40.0,25.0,0.0,33.33,0
1668,56.0,53.95,30.77,50.0,100.0,0
1669,46.15,0.0,0.0,57.14,50.0,0
1670,59.65,51.72,100.0,50.0,28.57,0
1671,53.33,0.0,42.86,40.0,42.86,0
1672,59.01,45.0,85.71,18.18,20.0,0
1673,40.0,63.16,50.0,100.0,50.0,0
1674,66.67,63.64,23.08,50.0,66.67,0
1675,61.54,33.33,50.0,33.33,55.56,0
1676,52.17,53.85,52.0,75.0,40.0,0
1677,100.0,68.85,41.67,100.0,66.67,0
1678,100.0,60.0,100.0,53.33,33.33,0
1679,100.0,50.0,38.89,33.33,100.0,0
1680,50.0,100.0,51.39,100.0,50.0,0
1681,100.0,65.0,100.0,71.43,46.43,0
1682,0.0,35.0,60.71,54.55,53.85,0
1683,50.0,55.56,52.38,47.37,0.0,0
1684,53.85,100.0,66.67,55.88,85.71,0
1685,56.25,50.0,58.33,69.23,60.0,0
1686,58.82,44.12,70.0,50.0,100.0,0
1687,60.0,50.0,54.12,50.0,84.21,0
1688,46.51,50.0,0.0,50.0,20.0,0
1689,57.53,52.73,55.13,66.67,55.0,0
1690,45.45,25.0,58.33,55.56,100.0,0
1691,50.0,52.63,66.67,46.88,58.54,0
1692,100.0,50.0,100.0,71.43,100.0,0
1693,60.0,100.0,61.54,100.0,33.33,0
1694,51.9,0.0,66.67,53.85,50.0,0
1695,50.0,71.88,60.32,100.0,100.0,0
1696,25.0,54.6,50.0,50.0,53.49,0
1697,64.29,47.62,55.56,0.0,47.06,0
1698,33.33,66.67,50.0,45.74,46.67,0
1699,50.0,50.0,10.0,36.21,54.69,0
1700,57.78,50.0,60.0,70.0,0.0,0
1701,50.0,66.67,50.0,61.54,66.67,0
1702,46.51,0.0,43.59,33.33,48.18,0
1703,51.13,33.33,0.0,0.0,0.0,0
1704,57.14,20.0,58.33,69.23,55.56,0
1705,44.44,75.0,87.5,81.82,68.75,0
1706,50.0,53.85,66.67,50.0,100.0,0
1707,0.0,50.0,0.0,0.0,0.0,0
1708,50.0,60.66,16.67,0.0,31.58,0
1709,62.5,50.0,50.0,59.38,40.35,0
1710,50.0,53.85,45.45,57.14,52.08,0
1711,40.0,66.67,45.95,43.4,58.33,0
1712,50.79,100.0,72.0,48.82,63.64,0
1713,28.57,50.0,40.0,40.0,50.0,0
1714,60.0,50.0,25.0,0.0,47.5,0
1715,50.0,100.0,45.0,60.0,55.0,0
1716,50.0,75.0,33.33,0.0,0.0,0
1717,44.44,57.38,20.0,25.0,33.33,0
1718,61.76,50.82,63.64,50.0,61.11,0
1719,46.51,49.4,50.0,40.0,100.0,0
1720,52.04,50.0,57.14,100.0,44.44,0
1721,50.79,31.82,40.0,33.33,62.5,0
1722,53.33,57.14,50.0,0.0,53.33,0
1723,85.71,80.0,100.0,100.0,68.63,0
1724,52.63,53.85,0.0,48.17,0.0,0
1725,61.11,66.67,51.11,100.0,58.33,0
1726,100.0,35.14,60.32,100.0,100.0,0
1727,45.0,45.16,0.0,0.0,0.0,0
1728,16.67,80.0,20.0,0.0,62.96,0
1729,0.0,58.33,27.27,35.48,64.71,0
1730,66.67,80.0,44.44,50.0,62.96,0
1731,40.0,30.43,65.0,66.67,33.33,0
1732,100.0,28.57,75.0,54.69,63.64,0
1733,0.0,56.25,50.0,60.0,52.94,0
1734,50.0,50.0,75.0,100.0,66.67,0
1735,60.0,57.14,56.9,57.14,58.33,0
1736,0.0,0.0,62.5,57.89,66.67,0
1737,50.0,66.67,28.57,50.0,50.0,0
1738,48.28,50.0,55.56,64.71,100.0,0
1739,40.0,33.33,50.0,60.0,56.25,0
1740,0.0,64.29,42.86,60.0,53.26,0
1741,0.0,0.0,0.0,56.67,0.0,0
1742,34.62,54.55,25.0,14.29,52.76,0
1743,0.0,52.94,0.0,35.71,57.14,0
1744,46.15,52.94,80.0,35.71,50.0,0
1745,70.0,50.0,40.0,56.0,43.48,0
1746,50.0,41.3,0.0,60.87,80.0,0
1747,50.0,55.63,80.0,77.78,50.0,0
1748,48.65,60.0,53.85,50.0,60.0,0
1749,12.5,0.0,45.45,47.92,50.0,0
1750,100.0,64.41,50.0,50.0,71.43,0
1751,50.0,50.0,43.75,57.14,0.0,0
1752,50.0,36.84,50.0,0.0,55.32,0
1753,48.0,25.0,28.57,51.37,0.0,0
1754,12.5,52.38,45.78,66.67,50.0,0
1755,56.25,58.14,100.0,66.67,75.0,0
1756,54.76,54.45,46.15,48.68,59.02,0
1757,53.75,100.0,73.33,66.67,56.57,0
1758,66.67,50.0,0.0,50.0,0.0,0
1759,50.0,62.07,100.0,51.61,50.0,0
1760,66.67,33.33,100.0,100.0,50.0,0
1761,0.0,50.0,25.0,33.33,25.0,0
1762,54.55,100.0,33.33,52.63,50.0,0
1763,0.0,75.0,38.89,57.14,42.86,0
1764,33.33,56.1,77.78,50.94,0.0,0
1765,73.68,50.0,51.16,60.0,56.25,0
1766,42.86,62.96,57.14,58.33,100.0,0
1767,20.0,34.67,50.0,63.16,100.0,0
1768,20.0,50.0,33.33,33.33,0.0,0
1769,50.0,55.56,66.67,56.92,33.33,0
1770,0.0,28.57,55.56,25.0,55.56,0
1771,66.67,68.52,60.0,78.57,0.0,0
1772,39.53,52.44,27.27,43.48,66.67,0
1773,54.29,51.61,48.15,58.27,60.0,0
1774,55.36,42.86,20.0,100.0,46.88,0
1775,33.33,88.89,0.0,0.0,0.0,0
1776,33.33,85.71,80.0,55.66,0.0,0
1777,40.0,0.0,41.67,62.5,16.67,0
1778,63.33,33.33,33.33,60.0,56.0,0
1779,51.02,53.85,57.5,47.37,58.25,0
1780,50.0,0.0,39.47,83.33,42.86,0
1781,50.0,55.56,52.0,54.55,60.0,0
1782,34.62,100.0,53.33,100.0,50.0,0
1783,0.0,42.86,49.04,100.0,40.0,0
1784,66.67,100.0,62.5,52.38,100.0,0
1785,53.7,0.0,50.0,0.0,61.9,0
1786,54.44,60.0,0.0,48.68,43.48,0
1787,52.78,56.16,56.52,33.33,45.45,0
1788,20.0,50.0,66.67,66.67,64.29,0
1789,60.71,0.0,33.33,0.0,0.0,0
1790,12.5,52.38,61.97,59.09,0.0,0
1791,0.0,0.0,0.0,52.0,30.77,0
1792,0.0,33.33,53.85,45.45,0.0,0
1793,75.0,40.0,0.0,80.0,54.84,0
1794,46.51,20.0,33.33,57.89,66.67,0
1795,0.0,50.0,0.0,0.0,33.33,0
1796,40.0,41.89,54.55,100.0,56.52,0
1797,50.0,50.0,44.19,46.94,54.31,0
1798,72.73,50.0,60.0,57.33,0.0,0
1799,67.86,50.0,25.0,60.0,68.42,0
1800,28.57,50.79,71.43,0.0,16.67,0
1801,100.0,100.0,66.67,66.67,50.0,0
1802,0.0,0.0,50.0,48.39,60.0,0
1803,55.71,66.67,50.0,100.0,80.0,0
1804,46.88,54.4,50.0,85.71,47.83,0
1805,59.09,66.67,28.57,59.26,37.84,0
1806,66.67,100.0,43.59,100.0,33.33,0
1807,54.58,52.53,66.67,48.96,56.6,0
1808,71.43,100.0,63.64,100.0,55.56,0
1809,0.0,55.56,66.67,67.74,47.06,0
1810,55.17,100.0,100.0,28.57,50.0,0
1811,55.77,60.53,57.14,60.0,85.71,0
1812,55.81,58.82,54.17,57.69,50.0,0
1813,52.38,0.0,0.0,33.33,62.5,0
1814,100.0,48.48,50.0,87.5,62.5,0
1815,47.06,50.0,50.0,33.33,46.15,0
1816,53.85,57.14,0.0,60.0,33.33,0
1817,55.0,68.85,42.86,50.0,100.0,0
1818,60.98,40.0,41.67,50.0,25.0,0
1819,50.0,50.0,25.0,45.9,61.9,0
1820,52.78,66.67,48.92,0.0,0.0,0
1821,0.0,0.0,0.0,0.0,50.0,0
1822,100.0,100.0,62.5,61.54,70.0,0
1823,52.94,50.0,58.33,75.0,62.5,0
1824,100.0,58.33,56.06,54.55,66.39,0
1825,48.53,60.0,16.67,83.33,66.67,0
1826,0.0,0.0,42.86,42.86,25.0,0
1827,50.0,33.33,27.27,57.14,50.0,0
1828,44.44,56.76,42.86,66.67,63.64,0
1829,36.36,25.0,45.45,0.0,33.33,0
1830,60.0,75.0,45.45,100.0,55.56,0
1831,21.43,42.86,48.28,50.0,50.0,0
1832,66.67,100.0,66.67,53.85,20.0,0
1833,100.0,70.83,100.0,50.0,75.0,0
1834,100.0,25.0,58.33,66.67,59.72,0
1835,60.0,44.44,0.0,0.0,46.15,0
1836,100.0,69.35,57.14,45.45,66.67,0
1837,65.79,50.0,50.0,40.0,45.45,0
1838,42.86,0.0,0.0,70.0,100.0,0
1839,23.08,0.0,33.33,60.0,57.14,0
1840,100.0,33.33,57.14,100.0,54.84,0
1841,45.45,66.67,0.0,62.96,0.0,0
1842,64.58,75.0,58.33,66.67,52.2,0
1843,76.92,54.88,58.33,50.0,100.0,0
1844,50.0,0.0,33.33,42.86,50.0,0
1845,46.51,40.0,50.0,25.0,0.0,0
1846,0.0,57.78,58.33,0.0,33.33,0
1847,50.0,0.0,0.0,0.0,0.0,0
1848,52.63,50.0,58.33,60.0,33.33,0
1849,50.79,49.18,66.67,50.0,63.64,0
1850,70.0,62.5,0.0,0.0,43.48,0
1851,52.5,70.0,37.5,0.0,16.67,0
1852,42.86,25.0,61.54,71.43,50.0,0
1853,33.33,40.0,25.0,100.0,80.0,0
1854,33.33,100.0,44.0,100.0,43.48,0
1855,50.0,53.06,57.14,66.67,73.68,0
1856,66.67,44.44,50.0,50.0,45.45,0
1857,56.82,52.63,55.37,56.0,100.0,0
1858,77.78,60.0,55.56,50.0,0.0,0
1859,100.0,50.0,50.0,50.0,100.0,0
1860,58.72,69.35,0.0,30.77,0.0,0
1861,23.81,46.15,45.45,66.67,37.5,0
1862,39.22,60.0,100.0,50.0,30.0,0
1863,0.0,0.0,33.33,0.0,0.0,0
1864,0.0,38.89,0.0,0.0,49.74,0
1865,41.67,66.67,33.33,44.44,60.0,0
1866,0.0,62.5,50.38,0.0,33.33,0
1867,53.85,100.0,54.1,58.62,46.67,0
1868,50.79,0.0,0.0,25.0,0.0,0
1869,66.67,70.0,44.68,43.75,25.0,0
1870,0.0,50.0,62.5,25.0,50.0,0
1871,33.33,57.14,50.0,100.0,75.0,0
1872,60.98,59.42,66.67,58.33,67.35,0
1873,47.37,75.0,100.0,40.0,60.0,0
1874,0.0,60.0,100.0,71.43,66.67,0
1875,66.67,37.5,25.0,0.0,50.0,0
1876,60.0,41.67,0.0,60.0,28.57,0
1877,33.33,0.0,52.94,52.63,0.0,0
1878,62.5,54.55,100.0,51.85,50.0,0
1879,52.0,20.0,60.26,0.0,44.44,0
1880,50.0,62.5,53.45,52.63,84.62,0
1881,0.0,33.33,16.67,33.33,33.33,0
1882,46.71,50.0,58.33,42.31,59.26,0
1883,50.0,46.15,75.0,50.0,33.33,0
1884,100.0,55.74,66.67,50.0,100.0,0
1885,100.0,25.0,50.0,40.0,50.0,0
1886,54.55,100.0,100.0,80.0,100.0,0
1887,52.31,64.71,38.46,57.14,77.42,0
1888,0.0,33.33,45.45,46.15,53.62,0
1889,92.31,80.0,53.49,100.0,58.33,0
1890,42.86,43.48,50.0,66.67,100.0,0
1891,53.85,50.0,0.0,0.0,57.14,0
1892,0.0,57.14,46.43,50.0,69.23,0
1893,66.67,33.33,100.0,66.67,40.91,0
1894,33.33,100.0,100.0,50.0,71.43,0
1895,50.0,49.02,42.11,43.48,35.71,0
1896,50.0,60.0,100.0,100.0,50.0,0
1897,100.0,70.0,100.0,50.0,53.85,0
1898,50.0,40.0,56.52,60.0,0.0,0
1899,33.33,33.33,73.33,60.0,50.0,0
1900,50.0,0.0,46.81,35.71,0.0,0
1901,54.69,37.5,28.57,28.57,25.0,0
1902,0.0,50.0,0.0,50.0,59.26,0
1903,54.69,50.0,33.33,62.5,42.11,0
1904,100.0,55.56,100.0,50.0,55.56,0
1905,16.67,100.0,63.64,50.0,57.14,0
1906,50.0,54.55,53.22,63.46,50.0,0
1907,50.0,60.0,57.14,33.33,60.87,0
1908,56.15,25.0,0.0,0.0,0.0,0
1909,66.67,70.83,50.0,75.0,46.67,0
1910,100.0,0.0,47.22,49.12,50.0,0
1911,0.0,27.27,50.0,33.33,33.33,0
1912,37.5,55.56,38.6,0.0,59.3,0
1913,20.0,75.0,37.5,58.33,41.25,0
1914,100.0,50.0,62.5,47.06,48.89,0
1915,33.33,40.0,52.38,50.0,60.0,0
1916,33.33,33.33,33.33,0.0,33.33,0
1917,68.75,38.46,58.33,66.67,55.56,0
1918,100.0,48.96,60.0,75.0,100.0,0
1919,60.0,50.0,60.0,60.0,70.0,0
1920,49.7,44.44,50.0,50.0,40.0,0
1921,100.0,53.66,50.0,100.0,33.33,0
1922,37.5,46.94,0.0,52.17,80.0,0
1923,50.0,72.73,50.0,56.76,66.67,0
1924,0.0,47.83,57.14,0.0,0.0,0
1925,48.15,47.57,80.0,80.0,100.0,0
1926,50.0,61.11,0.0,52.76,33.33,0
1927,50.0,66.67,61.11,57.58,33.33,0
1928,66.67,61.82,100.0,50.0,47.5,0
1929,25.0,47.62,16.67,33.33,60.0,0
1930,100.0,66.67,66.67,20.0,50.47,0
1931,0.0,33.33,58.54,38.46,33.33,0
1932,0.0,46.15,47.62,66.67,59.02,0
1933,60.0,33.33,100.0,51.61,54.12,0
1934,47.06,52.27,48.61,72.73,44.44,0
1935,0.0,44.44,0.0,0.0,54.39,0
1936,20.0,0.0,33.33,13.33,0.0,0
1937,100.0,59.09,47.06,66.67,66.67,0
1938,43.75,50.0,16.67,0.0,0.0,0
1939,58.82,0.0,66.67,50.0,50.0,0
1940,16.67,25.0,0.0,26.32,47.37,0
1941,42.86,50.0,44.44,41.3,43.59,0
1942,75.0,45.33,66.67,0.0,50.0,0
1943,60.0,50.0,87.5,60.0,58.82,0
1944,47.09,76.47,53.33,0.0,0.0,0
1945,43.75,75.0,100.0,55.56,85.71,0
1946,100.0,53.59,48.57,100.0,39.58,0
1947,60.38,69.35,50.0,100.0,0.0,0
1948,60.0,0.0,56.41,51.61,33.33,0
1949,54.29,40.0,55.56,44.33,55.61,0
1950,0.0,51.72,0.0,51.61,52.17,0
1951,55.88,65.38,42.86,51.85,75.0,0
1952,0.0,0.0,0.0,33.33,53.85,0
1953,50.0,20.0,100.0,22.22,100.0,0
1954,54.29,57.04,62.07,56.45,66.67,0
1955,40.0,53.85,54.55,0.0,0.0,0
1956,54.29,50.0,22.22,33.33,58.33,0
1957,52.94,100.0,61.76,48.57,60.4,0
1958,55.84,100.0,66.67,52.24,50.91,0
1959,66.67,50.0,50.0,50.82,0.0,0
1960,100.0,63.64,41.67,52.94,100.0,0
1961,80.0,100.0,20.0,100.0,69.23,0
1962,42.86,0.0,0.0,0.0,0.0,0
1963,75.0,66.18,50.0,80.0,100.0,0
1964,0.0,83.33,10.0,33.33,46.38,0
1965,57.14,60.0,66.67,69.57,31.25,0
1966,100.0,100.0,66.67,62.5,100.0,0
1967,0.0,33.33,55.17,38.1,50.0,0
1968,45.45,80.0,0.0,0.0,0.0,0
1969,100.0,100.0,64.71,100.0,100.0,0
1970,0.0,69.57,87.5,0.0,33.33,0
1971,0.0,43.48,37.5,0.0,50.0,0
1972,0.0,0.0,0.0,33.33,59.02,0
1973,33.33,66.67,66.67,40.0,100.0,0
1974,50.0,100.0,71.43,62.5,59.65,0
1975,60.0,73.08,48.08,25.0,47.37,0
1976,46.15,64.71,51.72,38.1,60.78,0
1977,53.93,100.0,51.95,33.33,66.67,0
1978,62.5,33.33,54.55,57.14,58.08,0
1979,60.58,48.21,50.0,0.0,54.17,0
1980,35.71,55.56,57.14,50.0,42.86,0
1981,80.0,100.0,100.0,63.64,44.44,0
1982,0.0,47.22,50.0,66.67,20.0,0
1983,100.0,0.0,0.0,33.33,85.71,0
1984,100.0,80.0,57.14,66.67,51.28,0
1985,50.0,53.85,46.43,64.86,80.0,0
1986,16.67,44.44,54.55,0.0,50.0,0
1987,0.0,0.0,50.0,0.0,0.0,0
1988,50.0,57.14,51.28,46.67,0.0,0
1989,71.43,55.45,85.71,50.0,48.57,0
1990,70.0,33.33,50.0,80.0,0.0,0
1991,100.0,59.15,58.11,52.52,68.75,0
1992,75.0,100.0,16.67,100.0,25.0,0
1993,66.67,62.5,83.33,0.0,50.0,0
1994,0.0,0.0,0.0,0.0,0.0,0
1995,0.0,0.0,0.0,50.0,33.33,0
1996,33.33,0.0,66.67,0.0,75.0,0
1997,34.62,57.89,57.14,55.56,60.0,0
1998,0.0,45.45,0.0,0.0,33.33,0
1999,100.0,100.0,66.67,71.43,77.78,0
2000,37.5,28.57,48.05,34.62,0.0,0
2001,50.0,36.59,53.33,33.33,0.0,0
2002,100.0,56.82,100.0,48.68,62.5,0
2003,0.0,40.91,37.5,0.0,37.5,0
2004,46.15,66.67,83.33,60.0,41.18,0
2005,57.66,100.0,75.0,80.0,100.0,0
2006,100.0,42.86,50.0,77.78,44.29,0
2007,56.25,58.77,0.0,57.14,67.39,0
2008,33.33,77.78,80.0,46.81,45.0,0
2009,51.35,0.0,50.0,57.14,100.0,0
2010,50.79,75.0,58.82,50.0,40.0,0
2011,50.19,44.9,50.0,43.75,54.24,0
2012,46.43,33.33,10.0,50.0,50.0,0
2013,55.78,54.94,76.47,25.0,42.86,0
2014,56.52,55.56,54.55,57.14,57.41,0
2015,66.67,50.0,100.0,46.51,100.0,0
